"AREA","PERIMETER","MAJOR_AXIS","MINOR_AXIS","ECCENTRICITY","EQDIASQ","SOLIDITY","CONVEX_AREA","EXTENT","ASPECT_RATIO","ROUNDNESS","COMPACTNESS","SHAPEFACTOR_1","SHAPEFACTOR_2","SHAPEFACTOR_3","SHAPEFACTOR_4","MeanRR","MeanRG","MeanRB","StdDevRR","StdDevRG","StdDevRB","SkewRR","SkewRG","SkewRB","KurtosisRR","KurtosisRG","KurtosisRB","EntropyRR","EntropyRG","EntropyRB","ALLdaub4RR","ALLdaub4RG","ALLdaub4RB","Class"
96664,1145.434,419.3492,293.6552,0.7139,350.8225,0.9938,97268,0.7939,1.428,0.9258,0.8366,0.0043,0.003,0.6999,0.9995,127.3178,127.0159,113.9956,32.7959,27.5824,29.7622,-0.8973,-0.6974,-0.3969,2.8811,2.7877,2.3993,-16488028160,-16033016832,-12958060544,63.6643,63.5115,57.002,"SUKKARI"
151173,1433.1801,493.1908,390.8281,0.6099,438.7248,0.9886,152921,0.7972,1.2619,0.9249,0.8896,0.0033,0.0026,0.7913,0.9986,102.9134,99.9012,107.7734,34.668,29.9455,30.3418,-0.0277,0.2367,0.1609,2.1517,2.4594,2.358,-17058483200,-15549703168,-18155364352,51.4584,49.9569,53.8931,"SUKKARI"
150399,1482.847,570.9537,336.8778,0.8074,437.6002,0.9878,152253,0.7694,1.6948,0.8595,0.7664,0.0038,0.0022,0.5874,0.9956,142.2562,143.0105,120.6156,34.4488,29.4381,27.5631,-0.8345,-0.5661,-0.6636,3.0465,2.466,2.6738,-32452358144,-32203806720,-22396153856,71.1313,71.5089,60.3126,"SUKKARI"
163973,1515.802,542.8138,386.6868,0.7018,456.9211,0.9848,166510,0.7216,1.4038,0.8968,0.8418,0.0033,0.0024,0.7086,0.9947,110.4333,96.1057,101.3019,26.3694,22.7434,24.0944,-0.4765,0.2827,0.1475,2.7664,3.3375,3.081,-20217860096,-14859089920,-16706228224,55.2172,48.0547,50.6551,"SUKKARI"
107981,1239.067,447.3554,308.2379,0.7247,370.7906,0.9899,109086,0.7703,1.4513,0.8838,0.8289,0.0041,0.0029,0.687,0.9971,134.5973,127.6462,119.7145,39.3168,33.514,34.0395,-0.468,-0.4318,-0.2534,2.0904,2.1685,2.1099,-21296152576,-18590947328,-16373058560,67.2932,63.8242,59.8603,"SUKKARI"
180788,1605.7841,604.344,381.6076,0.7754,479.7775,0.9922,182203,0.785,1.5837,0.8811,0.7939,0.0033,0.0021,0.6302,0.9981,142.2404,141.6842,125.2375,36.0145,31.8832,27.963,-0.8693,-0.2869,-0.5789,3.1145,2.0808,2.4686,-39250636800,-38316040192,-29166972928,71.1161,70.8435,62.6178,"SUKKARI"
137914,1475.6281,570.014,311.584,0.8374,419.0436,0.9835,140228,0.6089,1.8294,0.7959,0.7351,0.0041,0.0023,0.5404,0.9887,143.5222,146.1507,133.2268,40.0318,31.0159,29.4333,-1.056,-1.2398,-0.8692,3.0088,4.0293,3.2276,-31021238272,-31060172800,-25458591744,71.7611,73.0755,66.6119,"SUKKARI"
148517,1463.246,549.3091,346.6294,0.7758,434.8537,0.9918,149749,0.6992,1.5847,0.8717,0.7916,0.0037,0.0023,0.6267,0.9931,139.9318,144.4145,118.8965,33.5968,24.5406,28.1336,-0.8158,-0.3572,-0.0956,3.1494,2.4435,2.1092,-30869807104,-31957917696,-21535674368,69.9621,72.2082,59.4504,"SUKKARI"
179732,1645.203,647.8385,354.4339,0.8371,478.3742,0.9898,181575,0.7411,1.8278,0.8344,0.7384,0.0036,0.002,0.5453,0.9966,93.6029,87.136,95.4295,24.7571,22.5976,21.9017,0.0181,0.8094,0.6843,2.6476,4.6123,4.4744,-15622845440,-13297488896,-15972971520,46.7959,43.5682,47.7134,"SUKKARI"
169147,1569.068,587.965,367.5672,0.7805,464.074,0.9923,170461,0.7039,1.5996,0.8634,0.7893,0.0035,0.0022,0.623,0.9965,116.9435,113.0817,107.3184,27.2325,23.2467,24.3618,-0.6918,-0.1221,-0.1205,3.1199,2.985,3.2159,-23582701568,-21588574208,-19453181952,58.4746,56.5442,53.6629,"SUKKARI"
153048,1523.577,607.1192,321.9273,0.8478,441.4372,0.9922,154253,0.725,1.8859,0.8285,0.7271,0.004,0.0021,0.5287,0.997,122.6003,116.1673,120.8722,28.2341,23.3603,23.2925,-0.7821,-0.5612,-0.6737,3.2017,3.9588,3.7213,-23645988864,-20677664768,-22478458880,61.3006,58.0856,60.4387,"SUKKARI"
154245,1503.598,546.4366,361.8018,0.7494,443.1601,0.9883,156070,0.742,1.5103,0.8573,0.811,0.0035,0.0023,0.6577,0.9934,96.4055,93.7044,92.7976,31.6154,30.2844,32.9301,-0.0573,0.3228,0.3657,2.4202,2.9624,3.0045,-14960579584,-14010061824,-14057613312,48.2049,46.8561,46.4054,"SUKKARI"
144207,1455.647,561.3004,328.1891,0.8113,428.4974,0.9906,145573,0.7559,1.7103,0.8552,0.7634,0.0039,0.0023,0.5828,0.9967,133.4077,128.6071,117.0294,33.0429,26.2763,26.2053,-0.867,-0.422,-0.1656,3.277,2.7337,2.4833,-27102058496,-24426137600,-20047519744,66.7034,64.3021,58.5145,"SUKKARI"
172379,1647.4351,621.3907,354.2521,0.8216,468.4867,0.9804,175830,0.6888,1.7541,0.7981,0.7539,0.0036,0.0021,0.5684,0.9971,102.4928,90.2735,105.8421,29.4885,25.7219,25.3809,-0.0485,0.4872,0.0707,2.3748,3.822,3.4777,-18598156288,-14025698304,-19371372544,51.2499,45.1382,52.925,"SUKKARI"
112819,1255.413,476.7512,301.7341,0.7742,379.0061,0.9933,113578,0.7677,1.58,0.8995,0.795,0.0042,0.0027,0.632,0.9986,133.4311,135.4254,120.672,34.7921,29.2846,32.1839,-0.3021,0.0545,0.4712,2.5769,2.4183,2.2998,-21393035264,-21550960640,-17226102784,66.7188,67.7163,60.3393,"SUKKARI"
201551,1724.1591,673.0964,382.4955,0.8228,506.5794,0.9917,203247,0.7886,1.7598,0.852,0.7526,0.0033,0.0019,0.5664,0.9968,141.0568,139.7514,131.0454,29.1274,24.7309,21.7775,-1.0971,-0.4826,-0.5788,4.043,2.7163,3.3124,-41868271616,-40468987904,-34961629184,70.5276,69.8768,65.5227,"SUKKARI"
143957,1452.262,523.1368,352.3305,0.7392,428.1259,0.9844,146236,0.7746,1.4848,0.8577,0.8184,0.0036,0.0024,0.6697,0.9944,154.6815,150.4548,125.8076,34.9626,29.1245,30.816,-1.3092,-0.8756,-0.3565,4.1478,3.4278,2.4134,-36987568128,-34249711616,-23752157184,77.3446,75.2287,62.9057,"SUKKARI"
156030,1566.979,595.6793,384.2388,0.7641,445.7169,0.9118,171132,0.6319,1.5503,0.7985,0.7482,0.0038,0.0025,0.5599,0.868,141.4377,142.7195,126.9296,38.3508,31.8403,25.6405,-0.6426,-0.4117,-0.3529,2.5952,2.3904,2.6668,-33837977600,-33563627520,-25646532608,70.7212,71.3609,63.4659,"SUKKARI"
175894,1587.17,591.8867,379.7294,0.7671,473.239,0.9932,177106,0.7506,1.5587,0.8774,0.7995,0.0034,0.0022,0.6393,0.9964,100.727,90.2282,95.3538,29.1361,24.8822,27.7008,-0.2323,0.4332,0.3049,2.7883,3.9974,3.2716,-18274963456,-14205623296,-16215183360,50.3612,45.1162,47.6783,"SUKKARI"
167208,1579.176,604.1566,353.461,0.811,461.4064,0.9907,168773,0.6696,1.7093,0.8426,0.7637,0.0036,0.0021,0.5833,0.997,140.124,127.7612,123.9796,33.2891,21.9735,25.6632,-1.2833,-0.7079,-0.588,4.2584,3.787,2.7344,-34792914944,-27492392960,-26157553664,70.0679,63.8854,61.9965,"SUKKARI"
101772,1190.234,437.8928,296.5733,0.7357,359.9724,0.9921,102580,0.7604,1.4765,0.9028,0.8221,0.0043,0.0029,0.6758,0.9978,131.3954,133.3802,119.1755,37.2765,29.9762,30.8305,-0.7477,-0.573,-0.4697,2.489,2.294,2.265,-18920585216,-18878216192,-15024681984,65.6997,66.6945,59.5944,"SUKKARI"
145435,1468.962,529.6494,351.6841,0.7477,430.318,0.9834,147893,0.7516,1.506,0.8469,0.8125,0.0036,0.0024,0.6601,0.9941,122.5559,117.5275,111.1964,29.7007,25.5538,25.7403,-0.5277,0.0919,0.2684,3.5449,3.8267,3.3664,-22610163712,-20339697664,-18142521344,61.2849,58.7703,55.6061,"SUKKARI"
146017,1440.998,536.7607,346.9765,0.763,431.1782,0.9883,147745,0.7445,1.547,0.8837,0.8033,0.0037,0.0024,0.6453,0.9982,120.0754,115.3086,118.904,33.3115,28.6767,28.2241,-0.2223,0.274,0.2238,2.5621,2.6921,2.9658,-22185627648,-19937153024,-21190301696,60.0381,57.6532,59.4519,"SUKKARI"
163469,1513.738,536.2514,391.1683,0.684,456.2184,0.9853,165909,0.7838,1.3709,0.8965,0.8508,0.0033,0.0024,0.7238,0.9922,113.0191,102.0469,102.2376,27.052,23.963,23.4273,-0.2639,0.433,0.306,2.831,3.344,3.5861,-21224015872,-16901419008,-16914098176,56.5079,51.0232,51.118,"SUKKARI"
159802,1530.787,564.7152,362.0923,0.7674,451.0723,0.992,161095,0.6801,1.5596,0.857,0.7988,0.0035,0.0023,0.638,0.995,147.3548,148.1867,122.9946,36.0944,28.684,25.8574,-0.8871,-0.5527,-0.3546,3.0208,2.3733,2.4878,-37314162688,-36777943040,-24607793152,73.6747,74.0935,61.4998,"SUKKARI"
109175,1236.871,438.3364,317.6122,0.6892,372.835,0.991,110166,0.729,1.3801,0.8968,0.8506,0.004,0.0029,0.7235,0.9985,141.0727,138.4075,126.2758,34.8828,24.4166,28.2893,-0.9273,-0.4417,-0.4465,3.1331,2.5458,2.5022,-23194517504,-21455044608,-17945880576,70.5398,69.2101,63.145,"SUKKARI"
175680,1575.722,595.6695,376.3405,0.7751,472.9511,0.9924,177017,0.8067,1.5828,0.8891,0.794,0.0034,0.0021,0.6304,0.9978,141.5457,139.0851,120.8597,33.0225,26.9466,22.1577,-0.7772,-0.2389,-0.0346,3.1069,2.2446,2.7943,-37306486784,-35179409408,-25691805696,70.7764,69.5455,60.4341,"SUKKARI"
132384,1351.8929,480.408,352.3761,0.6797,410.5564,0.991,133593,0.7465,1.3633,0.9103,0.8546,0.0036,0.0027,0.7303,0.9957,127.3763,124.0964,113.0031,34.6467,26.5664,29.0945,-0.974,-0.4174,-0.2715,3.3897,2.5421,2.4274,-22802462720,-20830996480,-17370918912,63.6872,62.0522,56.5056,"SUKKARI"
132872,1375.502,525.5175,322.7784,0.7891,411.3124,0.9906,134127,0.6819,1.6281,0.8825,0.7827,0.004,0.0024,0.6126,0.9974,130.3589,131.7452,110.737,37.47,32.6432,34.454,-0.5377,-0.2393,-0.1995,2.3749,1.8173,1.7672,-24343719936,-24311257088,-17286033408,65.1842,65.8714,55.3698,"SUKKARI"
100547,1172.319,418.8293,306.666,0.6811,357.7994,0.9895,101619,0.7294,1.3658,0.9194,0.8543,0.0042,0.003,0.7298,0.9967,95.0976,86.3199,81.425,31.2549,27.0485,24.3046,-0.147,0.328,0.4785,2.1784,2.8148,3.9101,-9465405440,-7558367232,-6569412096,47.5488,43.1636,40.7164,"SUKKARI"
121786,1302.6949,484.1827,321.4019,0.7479,393.7801,0.9919,122784,0.744,1.5065,0.9018,0.8133,0.004,0.0026,0.6614,0.9964,142.1679,137.3577,127.5787,32.4765,25.4313,26.4096,-1.0564,-0.3753,-0.4389,3.7669,2.3839,2.4107,-26035867648,-23628724224,-20294352896,71.0907,68.6796,63.792,"SUKKARI"
155766,1501.9449,568.3051,351.1553,0.7863,445.3397,0.9876,157724,0.7586,1.6184,0.8677,0.7836,0.0036,0.0023,0.6141,0.9938,91.9429,86.9384,93.9146,21.8202,21.7793,21.5236,0.458,1.2333,0.4307,4.4044,6.2715,4.3607,-12802355200,-11406902272,-13355455488,45.9735,43.4701,46.9607,"SUKKARI"
77054,1010.373,358.0397,274.449,0.6422,313.2223,0.993,77599,0.8018,1.3046,0.9485,0.8748,0.0046,0.0036,0.7653,0.9984,130.3774,124.8933,111.0892,32.5603,22.8696,29.7671,-1.2085,-0.5998,-0.1346,3.8163,3.255,2.2688,-13778324480,-12110615552,-9802575872,65.1898,62.4501,55.5499,"SUKKARI"
139996,1425.17,537.9441,333.2377,0.785,422.1948,0.9928,141018,0.6418,1.6143,0.8661,0.7848,0.0038,0.0024,0.616,0.9943,147.7563,144.3669,129.0181,35.0461,28.8694,31.3251,-1.055,-0.5101,-0.1734,3.396,2.3479,2.0546,-32734414848,-30516697088,-24391043072,73.875,72.1836,64.509,"SUKKARI"
156391,1521.604,569.9616,352.0856,0.7864,446.2322,0.9887,158181,0.6528,1.6188,0.8488,0.7829,0.0036,0.0023,0.613,0.9923,131.9944,121.7788,115.2589,31.2749,28.6816,27.4572,-0.8036,-0.3219,-0.3953,3.3103,2.4362,2.7165,-28535818240,-23887327232,-21187725312,66.0092,60.8989,57.6397,"SUKKARI"
146521,1461.604,551.5557,340.1752,0.7872,431.9217,0.986,148604,0.7464,1.6214,0.8619,0.7831,0.0038,0.0023,0.6132,0.9943,129.6434,119.0465,117.1773,29.8601,24.676,25.6242,-0.949,-0.3844,-0.3875,3.5828,2.7067,2.9111,-25598953472,-20963225600,-20364500992,64.8108,59.5172,58.5842,"SUKKARI"
117648,1276.293,471.5745,318.4257,0.7376,387.0324,0.9931,118469,0.6914,1.481,0.9076,0.8207,0.004,0.0027,0.6736,0.9976,112.1301,110.324,104.7731,36.1849,30.4579,30.9367,-0.6521,-0.1589,-0.1195,2.5888,2.1195,2.3181,-15848130560,-14817743872,-13393996800,56.0748,55.1676,52.3955,"SUKKARI"
60039,911.828,336.7227,228.1414,0.7355,276.4851,0.989,60705,0.7502,1.4759,0.9074,0.8211,0.0056,0.0038,0.6742,0.9951,122.5751,116.0332,123.1962,33.0311,25.5728,29.89,-0.4906,0.2374,-0.0519,2.8271,2.3589,2.2462,-9493458944,-8177310208,-9448558592,61.2796,58.0136,61.5922,"SUKKARI"
129066,1361.24,477.3502,345.5285,0.69,405.3788,0.9846,131091,0.73,1.3815,0.8753,0.8492,0.0037,0.0027,0.7212,0.9963,133.6268,131.456,106.0831,40.0582,36.1178,27.2536,-0.6501,-0.8052,-0.0217,2.4131,2.9627,2.714,-25174841344,-23877249024,-14727612416,66.8138,65.731,53.0454,"SUKKARI"
154464,1463.5551,544.9724,361.5594,0.7482,443.4745,0.9944,155339,0.7135,1.5073,0.9062,0.8138,0.0035,0.0023,0.6622,0.9981,95.0583,93.566,115.5094,37.5116,35.6618,35.1989,-0.1327,0.0294,-0.4976,2.451,2.4448,2.6853,-15321194496,-14636263424,-21938829312,47.5314,46.7847,57.7551,"SUKKARI"
137472,1386.525,511.1523,343.4671,0.7406,418.3716,0.9922,138558,0.7031,1.4882,0.8986,0.8185,0.0037,0.0025,0.6699,0.997,138.4303,137.6562,118.1714,35.1653,31.9543,30.0176,-0.4705,-0.1506,0.1202,2.4551,1.8629,2.4095,-28144125952,-27455727616,-19875577856,69.2153,68.8281,59.0882,"SUKKARI"
142394,1410.396,510.8343,357.1331,0.715,425.7953,0.9844,144650,0.7777,1.4304,0.8995,0.8335,0.0036,0.0025,0.6948,0.9938,128.6478,123.0326,117.8043,37.0876,32.5317,33.2895,-0.1647,0.4203,0.2173,2.4587,2.3263,2.0741,-25369184256,-22655565824,-20829034496,64.3239,61.5135,58.8998,"SUKKARI"
129848,1379.568,509.356,325.7892,0.7687,406.605,0.9846,131885,0.7602,1.5635,0.8574,0.7983,0.0039,0.0025,0.6372,0.9963,157.4149,161.0358,135.7596,28.2615,21.3227,27.0232,-1.1962,-0.3715,-0.0827,4.317,2.3232,2.2412,-33897039872,-34997358592,-24718620672,78.7111,80.5215,67.8836,"SUKKARI"
154111,1503.441,574.9857,341.8783,0.804,442.9675,0.9861,156286,0.7706,1.6818,0.8568,0.7704,0.0037,0.0022,0.5935,0.9982,128.1961,125.4873,116.6464,37.1115,36.083,31.8108,-0.0664,0.1949,0.1055,2.1689,2.0141,2.2152,-27272318976,-25996677120,-21909579776,64.1036,62.746,58.3263,"SUKKARI"
150802,1466.821,553.0468,347.8298,0.7775,438.1861,0.9924,151958,0.7516,1.59,0.8808,0.7923,0.0037,0.0023,0.6278,0.9981,124.372,119.6505,116.3302,34.4341,29.5727,31.6314,-0.7808,-0.5049,-0.4318,2.5315,2.5147,2.5185,-24730392576,-22301835264,-21284450304,62.1784,59.8247,58.1628,"SUKKARI"
174388,1591.974,603.1065,370.933,0.7885,471.2088,0.9887,176384,0.8372,1.6259,0.8647,0.7813,0.0035,0.0021,0.6104,0.9925,133.3566,125.4757,117.6473,34.2672,31.3296,25.6388,-0.347,-0.1042,0.032,2.2618,1.8738,2.4589,-32949585920,-28695267328,-24450680832,66.6753,62.7382,58.8232,"SUKKARI"
169788,1561.29,587.5886,369.6528,0.7773,464.9525,0.9877,171905,0.8115,1.5896,0.8753,0.7913,0.0035,0.0022,0.6261,0.9953,88.7368,81.1818,94.1828,26.7496,24.5074,31.4037,-0.2141,0.4201,0.0735,2.5984,3.6606,2.4445,-13437931520,-11046041600,-15710578688,44.3696,40.594,47.0939,"SUKKARI"
150870,1445.879,537.6102,358.1697,0.7458,438.2849,0.9904,152327,0.713,1.501,0.9069,0.8152,0.0036,0.0024,0.6646,0.9976,122.6048,124.846,120.0798,35.5586,30.5521,31.5222,-0.1636,0.0792,0.0462,2.3663,2.2462,2.1154,-24205848576,-24482635776,-22715193344,61.3043,62.4264,60.0458,"SUKKARI"
191640,1645.98,612.0375,401.4839,0.7548,493.9672,0.991,193385,0.7397,1.5244,0.8889,0.8071,0.0032,0.0021,0.6514,0.993,142.2871,136.8827,115.5671,43.2832,39.3391,31.5011,-0.5624,-0.4522,-0.0949,2.1739,2.1993,1.949,-43052699648,-39097274368,-26683346944,71.1365,68.4399,57.7803,"SUKKARI"
146398,1445.1949,542.8766,344.2591,0.7732,431.7404,0.989,148022,0.7767,1.5769,0.8808,0.7953,0.0037,0.0024,0.6325,0.9974,109.2434,100.7923,102.5657,31.3831,28.4991,28.1038,-0.2811,-0.1478,0.0585,2.4363,2.8043,2.768,-18173194240,-15167342592,-15677341696,54.6219,50.3978,51.2863,"SUKKARI"
79187,1047.858,375.3784,269.2061,0.6969,317.528,0.9885,80108,0.74,1.3944,0.9063,0.8459,0.0047,0.0034,0.7155,0.9977,135.7574,132.1248,128.1628,41.1943,36.0866,39.0378,-0.4817,-0.1893,-0.1602,2.1325,1.9894,1.8957,-16038514688,-14812362752,-14150983680,67.8821,66.0672,64.0849,"SUKKARI"
161855,1551.741,606.4048,341.1171,0.8268,453.9606,0.992,163156,0.7202,1.7777,0.8447,0.7486,0.0037,0.0021,0.5604,0.9963,140.1652,144.2649,126.4928,33.6918,24.3661,23.6378,-0.8811,-0.6031,-0.1673,3.1288,2.9865,2.9026,-33768984576,-34730512384,-26213009408,70.0847,72.1365,63.251,"SUKKARI"
329691,2811.9971,899.2563,475.1783,0.849,647.9009,0.9651,341597,0.8048,1.8925,0.5239,0.7205,0.0027,0.0014,0.5191,0.9824,55.1948,55.0188,71.6564,24.7997,24.1594,23.2171,1.8102,1.9327,0.5693,8.5491,8.8791,4.0039,-10364742656,-10194311168,-16526111744,27.5958,27.5094,35.827,"SAFAWI"
334283,2307.666,868.3939,492.134,0.8239,652.3974,0.9803,340999,0.7825,1.7645,0.7888,0.7513,0.0026,0.0015,0.5644,0.9959,52.3402,54.9537,66.3049,20.3842,20.0122,20.2404,1.2906,2.2032,0.3136,7.7618,12.1367,3.5067,-8792924160,-9612582912,-13889314816,26.1737,27.4799,33.1552,"SAFAWI"
346537,2315.5601,910.2367,486.0287,0.8455,664.2474,0.9851,351786,0.6474,1.8728,0.8122,0.7298,0.0026,0.0014,0.5325,0.9973,52.8539,59.0432,74.9159,22.1789,21.5187,20.4873,1.2794,1.4635,0.3763,6.0069,7.094,3.4491,-9585511424,-11683753984,-18485772288,26.4261,29.5218,37.4574,"SAFAWI"
345062,2668.8879,944.9453,468.3525,0.8685,662.8322,0.9694,355967,0.6318,2.0176,0.6088,0.7015,0.0027,0.0014,0.492,0.9927,72.7064,65.7007,82.6103,33.044,30.4632,35.0643,0.2072,0.5789,0.1861,2.4313,2.9895,2.0872,-19990108160,-16136648704,-25802205184,36.3536,32.8508,41.3054,"SAFAWI"
332213,2502.166,887.0002,480.4225,0.8406,650.3743,0.9675,343374,0.62,1.8463,0.6668,0.7332,0.0027,0.0014,0.5376,0.9926,44.9283,47.0434,59.424,25.1013,24.1637,23.0898,2.304,2.166,0.4598,11.562,9.9313,3.1435,-7434828800,-7833347584,-11570802688,22.4648,23.524,29.7132,"SAFAWI"
360895,2317.3181,879.8793,523.5499,0.8037,677.8685,0.986,366019,0.7472,1.6806,0.8445,0.7704,0.0024,0.0015,0.5935,0.9975,52.2066,52.1164,64.4119,25.3756,22.7962,22.1169,1.8781,1.9753,0.1906,9.0722,9.3498,3.4061,-10405740544,-9868716032,-14470272000,26.1046,26.0596,32.2073,"SAFAWI"
261748,2147.834,843.7059,399.5622,0.8808,577.2936,0.9724,269176,0.7465,2.1116,0.713,0.6842,0.0032,0.0015,0.4682,0.9886,54.0509,57.8454,77.003,21.0299,22.1376,22.5101,1.0568,1.6609,0.0928,7.1398,8.3481,2.8931,-7389626880,-8570613248,-15031180288,27.0255,28.9254,38.5023,"SAFAWI"
272004,2183.8789,899.807,391.8441,0.9002,588.4949,0.9647,281945,0.8275,2.2963,0.7167,0.654,0.0033,0.0014,0.4277,0.9823,63.5463,65.2283,83.4892,23.4035,24.6105,27.7791,0.0961,0.7948,0.017,2.7891,4.7009,2.1672,-10798853120,-11559923712,-19257657344,31.771,32.6126,41.7418,"SAFAWI"
310636,2172.677,799.2029,499.2812,0.7808,628.899,0.9778,317703,0.7144,1.6007,0.8269,0.7869,0.0026,0.0016,0.6192,0.9912,43.8584,49.4347,64.1167,16.4393,19.5599,19.6374,1.0565,2.4231,0.3997,7.1514,13.9665,4.491,-5417550336,-7256268288,-11985079296,21.9262,24.7167,32.0571,"SAFAWI"
390161,2501.55,961.1851,518.9106,0.8418,704.818,0.9819,397351,0.6189,1.8523,0.7835,0.7333,0.0025,0.0013,0.5377,0.996,65.669,60.0333,75.2862,21.9695,20.4559,20.0695,0.0862,1.6781,0.3607,2.979,8.7927,3.1978,-16216041472,-13387341824,-20946847744,32.8364,30.0211,37.6468,"SAFAWI"
1987,2289.3059,1222.723,2.2832,1,50.2984,0.8804,2257,0.8528,535.5257,0.0048,0.0411,0.6154,0.0011,0.0017,0.9062,94.5053,166.1354,148.2114,7.3038,8.6557,5.1486,1.146,0.1605,1.2258,7.3693,2.0304,7.4326,-162731632,-562772672,-437043456,47.2597,83.0649,74.1046,"SAFAWI"
324871,2196.303,817.7822,518.3866,0.7734,643.1474,0.9747,333319,0.6839,1.5776,0.8463,0.7865,0.0025,0.0016,0.6185,0.9757,40.8348,48.279,61.9356,16.1565,19.6335,19.5176,0.6735,2.5658,0.5626,4.8305,14.3906,4.4915,-4909298688,-7276200960,-11683367936,20.4188,24.1386,30.9678,"SAFAWI"
296641,2042.588,760.566,498.9828,0.7547,614.569,0.9866,300676,0.7493,1.5242,0.8935,0.808,0.0026,0.0017,0.6529,0.9952,47.3027,54.7855,70.0336,15.7786,19.0082,18.6123,0.9931,2.4788,0.7297,6.5989,13.6256,4.8479,-5920520704,-8351776256,-13553997824,23.6501,27.3917,35.0164,"SAFAWI"
315981,2314.436,923.5089,441.0663,0.8786,634.2866,0.9608,328868,0.6834,2.0938,0.7413,0.6868,0.0029,0.0014,0.4717,0.9877,43.954,51.3202,64.055,15.1091,20.2198,17.2545,2.2263,2.7274,0.9212,14.9436,14.1444,5.8064,-5405278720,-8023837696,-11861241856,21.9758,25.661,32.0275,"SAFAWI"
316348,2251.885,888.2238,461.0983,0.8547,634.6548,0.9827,321905,0.614,1.9263,0.7839,0.7145,0.0028,0.0015,0.5105,0.9835,46.0515,49.4092,60.4665,20.8067,22.2212,20.9183,1.5,2.2245,0.6077,7.1419,10.78,3.6425,-6639056384,-7781384704,-11051146240,23.0272,24.7079,30.2362,"SAFAWI"
307075,2120.0061,757.7748,517.7811,0.7301,625.2839,0.9861,311412,0.7108,1.4635,0.8586,0.8252,0.0025,0.0017,0.6809,0.9965,44.1403,53.2524,64.1334,18.1975,20.3986,19.8575,1.0291,2.1089,0.6466,5.8204,11.3433,4.5862,-5624521216,-8368526336,-11890652160,22.0716,26.6284,32.0685,"SAFAWI"
342249,2263.8721,861.6223,507.2628,0.8083,660.1249,0.9805,349053,0.7618,1.6986,0.8392,0.7661,0.0025,0.0015,0.587,0.997,63.9911,64.9474,78.4979,28.8098,25.8543,23.0273,2.1235,1.7056,0.2475,9.6566,6.8923,2.7117,-14995620864,-14721031168,-20530765824,31.9926,32.474,39.2479,"SAFAWI"
319486,2155.209,811.8257,503.8588,0.7841,637.7948,0.9873,323609,0.6774,1.6112,0.8643,0.7856,0.0025,0.0016,0.6172,0.9945,63.6229,55.578,62.599,25.8722,20.8633,21.0361,0.0101,1.5425,0.3069,1.9543,8.4926,3.0217,-13147740160,-9499850752,-11954546688,31.8097,27.789,31.2988,"SAFAWI"
338159,2412.6431,885.6038,489.3434,0.8335,656.1688,0.966,350043,0.6469,1.8098,0.73,0.7409,0.0026,0.0014,0.549,0.9935,52.2396,57.8312,72.9717,21.1315,20.9682,19.5904,2.1524,2.2116,0.4796,11.4125,10.8061,4.0795,-9007709184,-10887040000,-16958703616,26.1204,28.9183,36.4883,"SAFAWI"
336865,2580.1411,882.9647,488.4337,0.8331,654.9121,0.9601,350873,0.7419,1.8077,0.6359,0.7417,0.0026,0.0014,0.5501,0.9945,55.6321,60.0696,71.3194,28.396,25.3144,23.2793,1.6872,1.5174,0.3405,7.5115,6.4382,3.3465,-11477377024,-12436102144,-16732371968,27.8189,30.0402,35.6642,"SAFAWI"
343471,2252.614,836.8517,533.9788,0.77,661.3024,0.9752,352200,0.6598,1.5672,0.8506,0.7902,0.0024,0.0016,0.6245,0.9787,38.8952,48.1811,60.1799,15.915,21.3649,20.0559,0.9004,2.9764,0.9172,5.3466,15.8872,4.9999,-4714169344,-7956724736,-11758208000,19.4499,24.0934,30.0921,"SAFAWI"
305281,2094.0471,784.4472,497.3204,0.7734,623.4548,0.9875,309133,0.7156,1.5773,0.8749,0.7948,0.0026,0.0016,0.6317,0.9963,51.191,56.8972,70.7398,15.5416,20.101,17.5933,0.3896,2.7297,0.877,3.874,14.825,5.029,-7100284416,-9410835456,-14110714880,25.5967,28.4491,35.3703,"SAFAWI"
343837,2401.0491,932.5298,474.1729,0.8611,661.6547,0.9685,355036,0.8021,1.9666,0.7495,0.7095,0.0027,0.0014,0.5034,0.9901,56.5183,65.708,81.4493,20.3704,21.9034,19.6815,0.9527,1.7932,0.0097,6.6299,9.3426,3.3793,-10459079680,-14348042240,-21640226816,28.2569,32.8537,40.7231,"SAFAWI"
368888,2340.272,900.6602,522.6354,0.8144,685.334,0.99,372629,0.7344,1.7233,0.8464,0.7609,0.0024,0.0014,0.579,0.9978,40.841,45.4799,51.3948,24.0216,24.0033,21.5202,2.0636,2.2492,1.1581,9.2513,10.2464,5.1451,-6891756544,-8196511744,-9573191680,20.4211,22.7406,25.6979,"SAFAWI"
304269,2135.521,799.3446,485.4948,0.7944,622.4205,0.9914,306911,0.6788,1.6465,0.8384,0.7787,0.0026,0.0016,0.6063,0.9983,47.635,59.1219,68.9566,20.517,23.3752,22.7324,0.8304,1.7837,0.5837,4.4193,8.2433,3.5398,-6725733888,-10587577344,-14064463872,23.8187,29.5629,34.48,"SAFAWI"
