"Sex","Breed","Weight"
"Female","Domestic Medium Hair",10.3498
"Male","Domestic Long Hair",11.3854
"Female","Domestic Short Hair",9.3345
"Female","Domestic Medium Hair",11.1008
"Female","Domestic Medium Hair",9.1817
"Female","Domestic Long Hair",10.2706
"Male","Domestic Medium Hair",10.9979
"Male","Domestic Long Hair",11.2687
"Female","Domestic Medium Hair",11.424
"Male","Domestic Short Hair",11.1565
"Female","Domestic Short Hair",8.8021
"Female","Domestic Medium Hair",10.7192
"Male","Domestic Short Hair",10.9975
"Female","Domestic Medium Hair",10.3393
"Female","Domestic Short Hair",7.9338
"Female","Domestic Long Hair",8.3957
"Female","Domestic Long Hair",10.4543
"Female","Domestic Medium Hair",9.4839
"Male","Domestic Short Hair",12.3514
"Female","Domestic Medium Hair",10.1951
"Female","Domestic Short Hair",8.9942
"Female","Domestic Short Hair",8.7275
"Female","Domestic Short Hair",7.922
"Male","Domestic Medium Hair",10.9895
"Female","Domestic Long Hair",9.6709
"Female","Domestic Short Hair",8.7348
"Male","Domestic Medium Hair",10.2023
"Male","Domestic Short Hair",7.6938
"Female","Domestic Medium Hair",9.9652
"Female","Domestic Long Hair",8.8571
"Male","Domestic Long Hair",11.4847
"Male","Domestic Long Hair",11.4657
"Female","Domestic Short Hair",8.9363
"Female","Domestic Short Hair",8.4907
"Female","Domestic Medium Hair",9.2321
"Male","Domestic Long Hair",11.1422
"Male","Domestic Long Hair",10.7345
"Female","Domestic Medium Hair",7.0626
"Male","Domestic Short Hair",10.4489
"Female","Domestic Long Hair",9.9378
"Female","Domestic Medium Hair",7.1835
"Female","Domestic Long Hair",9.8914
"Female","Domestic Short Hair",9.6938
"Female","Domestic Long Hair",9.7063
"Female","Domestic Long Hair",7.7673
"Male","Domestic Long Hair",11.9028
"Female","Domestic Long Hair",9.7698
"Male","Domestic Medium Hair",9.2994
"Female","Domestic Short Hair",8.0989
"Female","Domestic Long Hair",8.1675
"Male","Domestic Medium Hair",9.618
"Male","Domestic Medium Hair",10.5564
"Female","Domestic Medium Hair",7.8287
"Male","Domestic Short Hair",10.4692
"Female","Domestic Long Hair",9.0167
"Female","Domestic Long Hair",9.287
"Male","Domestic Short Hair",9.0215
"Male","Domestic Medium Hair",10.0843
"Female","Domestic Short Hair",10.3218
"Female","Domestic Short Hair",8.3669
"Female","Domestic Medium Hair",7.9369
"Male","Domestic Short Hair",8.3878
"Female","Domestic Short Hair",7.7405
"Male","Domestic Short Hair",7.9744
"Male","Domestic Long Hair",9.9042
"Female","Domestic Medium Hair",10.0638
"Female","Domestic Medium Hair",11.1358
"Male","Domestic Short Hair",8.6304
"Male","Domestic Medium Hair",10.1489
"Female","Domestic Long Hair",9.5057
"Female","Domestic Medium Hair",10.6714
"Male","Domestic Short Hair",8.5259
"Male","Domestic Short Hair",9.5277
"Male","Domestic Short Hair",9.8005
"Female","Domestic Short Hair",9.8307
"Female","Domestic Short Hair",10.4769
"Female","Domestic Long Hair",9.514
"Male","Domestic Long Hair",11.5363
"Female","Domestic Medium Hair",9.7667
"Male","Domestic Long Hair",11.885
"Female","Domestic Medium Hair",10.5192
"Male","Domestic Long Hair",10.4804
"Male","Domestic Long Hair",11.2376
"Female","Domestic Short Hair",8.7121
"Female","Domestic Short Hair",8.1871
"Female","Domestic Medium Hair",10.7149
"Female","Domestic Medium Hair",9.7613
"Male","Domestic Short Hair",8.0626
"Male","Domestic Long Hair",10.8812
"Female","Domestic Medium Hair",9.4844
"Female","Domestic Long Hair",10.4654
"Female","Domestic Short Hair",8.8709
"Female","Domestic Medium Hair",9.0959
"Male","Domestic Medium Hair",11.042
"Female","Domestic Long Hair",10.1077
"Male","Domestic Long Hair",11.8914
"Male","Domestic Long Hair",13.2823
"Female","Domestic Medium Hair",9.1537
"Female","Domestic Medium Hair",10.062
"Female","Domestic Long Hair",8.9904
"Male","Domestic Short Hair",9.139
"Female","Domestic Long Hair",9.7819
"Female","Domestic Short Hair",7.6927
"Male","Domestic Long Hair",11.5907
"Female","Domestic Long Hair",11.9266
"Male","Domestic Short Hair",10.3984
"Female","Domestic Long Hair",9.2108
"Male","Domestic Short Hair",8.7828
"Female","Domestic Short Hair",8.8631
"Male","Domestic Long Hair",13.7126
"Female","Domestic Medium Hair",10.2944
"Female","Domestic Long Hair",10.5615
"Female","Domestic Medium Hair",8.3009
"Male","Domestic Long Hair",9.1021
"Male","Domestic Long Hair",10.178
"Male","Domestic Long Hair",10.6944
"Female","Domestic Long Hair",9.2891
"Female","Domestic Medium Hair",10.4908
"Male","Domestic Short Hair",9.3483
"Male","Domestic Short Hair",9.8659
"Female","Domestic Medium Hair",9.9828
"Male","Domestic Medium Hair",9.5624
"Female","Domestic Medium Hair",9.32
"Male","Domestic Medium Hair",9.0559
"Female","Domestic Medium Hair",9.9491
"Male","Domestic Medium Hair",9.504
"Male","Domestic Medium Hair",11.0152
"Male","Domestic Short Hair",9.4034
"Male","Domestic Long Hair",11.3675
"Male","Domestic Short Hair",9.2059
"Female","Domestic Short Hair",7.3745
"Female","Domestic Short Hair",9.4723
"Female","Domestic Short Hair",6.8016
"Female","Domestic Long Hair",7.9775
"Male","Domestic Long Hair",11.9262
"Female","Domestic Long Hair",10.3062
"Female","Domestic Medium Hair",9.3599
"Male","Domestic Short Hair",9.9972
"Male","Domestic Long Hair",10.1984
"Female","Domestic Long Hair",8.58
"Female","Domestic Long Hair",8.9819
"Male","Domestic Medium Hair",11.0236
"Female","Domestic Long Hair",8.2102
"Male","Domestic Short Hair",7.8019
"Male","Domestic Short Hair",10.8878
"Male","Domestic Medium Hair",11.8132
"Male","Domestic Medium Hair",10.5347
"Male","Domestic Short Hair",8.3947
"Female","Domestic Short Hair",7.8997
"Female","Domestic Long Hair",6.8398
"Female","Domestic Short Hair",9.1774
"Female","Domestic Medium Hair",9.9332
"Male","Domestic Medium Hair",10.2498
"Male","Domestic Long Hair",10.646
"Female","Domestic Medium Hair",11.8409
"Female","Domestic Long Hair",9.9732
"Male","Domestic Long Hair",12.6236
"Female","Domestic Short Hair",8.6511
"Female","Domestic Medium Hair",9.2617
"Female","Domestic Medium Hair",11.0042
"Female","Domestic Medium Hair",8.7169
"Female","Domestic Medium Hair",7.1109
"Female","Domestic Medium Hair",9.4079
"Female","Domestic Medium Hair",10.9324
"Female","Domestic Medium Hair",9.0516
"Male","Domestic Medium Hair",11.1816
"Male","Domestic Short Hair",9.5412
"Female","Domestic Long Hair",9.4351
"Male","Domestic Short Hair",8.485
"Male","Domestic Short Hair",10.051
"Female","Domestic Long Hair",9.8399
"Female","Domestic Short Hair",9.2632
"Male","Domestic Short Hair",9.3164
"Female","Domestic Medium Hair",10.2133
"Male","Domestic Long Hair",11.9171
"Male","Domestic Short Hair",9.2139
"Male","Domestic Long Hair",9.69
"Male","Domestic Medium Hair",10.0989
"Female","Domestic Short Hair",9.9823
"Female","Domestic Medium Hair",9.0691
"Female","Domestic Medium Hair",10.1658
"Female","Domestic Short Hair",8.9562
"Female","Domestic Long Hair",9.7672
"Male","Domestic Medium Hair",9.9035
"Male","Domestic Short Hair",7.6115
"Female","Domestic Short Hair",7.9918
"Female","Domestic Medium Hair",10.0239
"Female","Domestic Long Hair",10.1491
"Female","Domestic Short Hair",10.6805
"Male","Domestic Long Hair",10.6553
"Male","Domestic Short Hair",8.8117
"Female","Domestic Medium Hair",10.4287
"Male","Domestic Long Hair",10.9807
"Female","Domestic Short Hair",6.5427
"Male","Domestic Short Hair",10.9747
"Female","Domestic Long Hair",11.4755
"Male","Domestic Short Hair",9.2383
"Female","Domestic Long Hair",9.7478
"Male","Domestic Short Hair",9.9464
"Male","Domestic Long Hair",10.2731
"Female","Domestic Short Hair",7.1815
"Female","Domestic Short Hair",8.6874
"Male","Domestic Medium Hair",8.1395
"Female","Domestic Short Hair",8.2694
"Female","Domestic Long Hair",9.6931
"Female","Domestic Short Hair",7.0826
"Male","Domestic Short Hair",7.6183
"Male","Domestic Long Hair",10.5795
"Male","Domestic Short Hair",10.6523
"Male","Domestic Medium Hair",11.9918
"Female","Domestic Medium Hair",8.3332
"Female","Domestic Short Hair",8.7714
"Male","Domestic Medium Hair",8.9507
"Female","Domestic Short Hair",7.868
"Male","Domestic Long Hair",10.1268
"Male","Domestic Long Hair",10.6765
"Female","Domestic Medium Hair",7.842
"Male","Domestic Medium Hair",9.9467
"Female","Domestic Medium Hair",8.5284
"Male","Domestic Short Hair",8.8101
"Female","Domestic Short Hair",7.9995
"Female","Domestic Short Hair",8.5803
"Male","Domestic Long Hair",10.3453
"Male","Domestic Short Hair",7.0762
"Female","Domestic Short Hair",7.9246
"Male","Domestic Short Hair",6.2193
"Male","Domestic Short Hair",9.1875
"Female","Domestic Medium Hair",11.6383
"Male","Domestic Long Hair",10.0261
"Female","Domestic Long Hair",10.465
"Female","Domestic Long Hair",9.2374
"Female","Domestic Medium Hair",10.0541
"Female","Domestic Long Hair",11.4024
"Female","Domestic Medium Hair",8.8453
"Male","Domestic Medium Hair",10.4439
"Male","Domestic Short Hair",10.134
"Female","Domestic Short Hair",9.6768
"Female","Domestic Medium Hair",9.5991
"Male","Domestic Short Hair",10.5891
"Female","Domestic Short Hair",7.8121
"Male","Domestic Short Hair",10.3062
"Male","Domestic Short Hair",7.7212
"Male","Domestic Medium Hair",10.8581
"Male","Domestic Long Hair",11.8765
"Male","Domestic Short Hair",8.8943
"Male","Domestic Long Hair",10.9715
"Male","Domestic Long Hair",10.3728
"Female","Domestic Short Hair",9.1528
"Male","Domestic Medium Hair",11.2837
"Female","Domestic Long Hair",9.5587
"Female","Domestic Long Hair",10.0015
"Female","Domestic Long Hair",12.3917
"Male","Domestic Short Hair",8.8216
"Female","Domestic Short Hair",9.2777
"Male","Domestic Short Hair",9.9934
"Female","Domestic Short Hair",8.6082
"Female","Domestic Short Hair",8.9613
"Female","Domestic Long Hair",10.2542
"Male","Domestic Short Hair",12.2648
"Female","Domestic Medium Hair",11.4818
"Male","Domestic Medium Hair",9.9313
"Male","Domestic Short Hair",9.5007
"Male","Domestic Medium Hair",9.0716
"Male","Domestic Medium Hair",10.8477
"Female","Domestic Long Hair",9.5001
"Male","Domestic Medium Hair",10.0232
"Male","Domestic Medium Hair",8.8976
"Male","Domestic Medium Hair",9.0841
"Female","Domestic Long Hair",11.5875
"Female","Domestic Medium Hair",12.2469
"Male","Domestic Short Hair",10.4224
"Female","Domestic Short Hair",8.3967
"Female","Domestic Medium Hair",9.5848
"Female","Domestic Long Hair",9.2276
"Female","Domestic Long Hair",9.7506
"Female","Domestic Medium Hair",10.2117
"Female","Domestic Medium Hair",9.4039
"Male","Domestic Long Hair",10.2263
"Male","Domestic Short Hair",10.4339
"Male","Domestic Short Hair",8.7862
"Female","Domestic Short Hair",9.0409
"Male","Domestic Short Hair",9.4847
"Female","Domestic Short Hair",8.7205
"Female","Domestic Short Hair",8.4268
"Male","Domestic Short Hair",6.7958
"Male","Domestic Long Hair",11.5203
"Female","Domestic Medium Hair",11.5792
"Male","Domestic Medium Hair",10.5469
"Female","Domestic Short Hair",8.1523
"Female","Domestic Short Hair",7.7353
"Male","Domestic Short Hair",10.4226
"Male","Domestic Short Hair",8.3352
"Female","Domestic Medium Hair",9.945
"Male","Domestic Long Hair",11.0788
"Female","Domestic Short Hair",7.4669
"Female","Domestic Long Hair",9.2433
"Female","Domestic Short Hair",9.2941
"Female","Domestic Medium Hair",9.3614
"Female","Domestic Medium Hair",11.1552
"Female","Domestic Long Hair",10.0333
"Male","Domestic Medium Hair",9.5336
"Male","Domestic Short Hair",8.2448
"Female","Domestic Medium Hair",11.6836
"Male","Domestic Long Hair",11.076
"Female","Domestic Short Hair",10.4491
"Female","Domestic Medium Hair",8.8595
"Female","Domestic Short Hair",9.3138
"Female","Domestic Short Hair",7.9187
"Male","Domestic Long Hair",11.3601
"Male","Domestic Medium Hair",9.8166
"Male","Domestic Short Hair",7.9931
"Female","Domestic Short Hair",7.7847
"Female","Domestic Medium Hair",9.8925
"Male","Domestic Long Hair",11.1279
"Male","Domestic Short Hair",10.1387
"Female","Domestic Medium Hair",9.3093
"Female","Domestic Short Hair",8.423
"Male","Domestic Long Hair",11.2517
"Female","Domestic Short Hair",10.3193
"Male","Domestic Long Hair",10.2392
"Female","Domestic Long Hair",9.5502
"Female","Domestic Short Hair",8.0812
"Female","Domestic Short Hair",10.4099
"Female","Domestic Medium Hair",11.3038
"Female","Domestic Long Hair",9.4263
"Male","Domestic Medium Hair",8.8943
"Female","Domestic Long Hair",9.0419
"Female","Domestic Short Hair",6.228
"Female","Domestic Short Hair",8.7249
"Female","Domestic Short Hair",8.3645
"Male","Domestic Short Hair",9.2564
"Female","Domestic Medium Hair",9.8928
"Male","Domestic Long Hair",9.9988
"Male","Domestic Long Hair",11.2613
"Female","Domestic Short Hair",11.775
"Female","Domestic Medium Hair",8.8689
"Female","Domestic Medium Hair",9.6171
"Female","Domestic Medium Hair",6.8503
"Female","Domestic Medium Hair",10.105
"Male","Domestic Long Hair",11.0959
"Male","Domestic Medium Hair",12.3417
"Male","Domestic Medium Hair",10.5509
"Female","Domestic Long Hair",10.0332
"Male","Domestic Long Hair",11.6614
"Male","Domestic Medium Hair",9.7676
"Male","Domestic Long Hair",11.8944
"Female","Domestic Long Hair",11.1605
"Female","Domestic Long Hair",9.4054
"Male","Domestic Short Hair",8.9091
"Female","Domestic Short Hair",8.0696
"Male","Domestic Long Hair",10.9727
"Female","Domestic Short Hair",8.1649
"Male","Domestic Medium Hair",10.1498
"Male","Domestic Short Hair",9.8289
"Male","Domestic Medium Hair",10.3907
"Female","Domestic Medium Hair",9.2281
"Female","Domestic Medium Hair",8.2441
"Female","Domestic Medium Hair",9.4086
"Female","Domestic Long Hair",10.5235
"Male","Domestic Long Hair",9.9932
"Female","Domestic Medium Hair",9.6574
"Female","Domestic Long Hair",7.3633
"Female","Domestic Long Hair",10.8745
"Male","Domestic Medium Hair",11.7598
"Female","Domestic Medium Hair",10.2535
"Female","Domestic Long Hair",9.3363
"Male","Domestic Short Hair",9.4072
"Male","Domestic Short Hair",8.9579
"Female","Domestic Medium Hair",10.362
"Female","Domestic Long Hair",10.5889
"Female","Domestic Short Hair",9.0381
"Female","Domestic Long Hair",9.7783
"Male","Domestic Long Hair",10.8049
"Female","Domestic Medium Hair",8.969
"Female","Domestic Medium Hair",11.5494
"Female","Domestic Short Hair",10.3244
"Male","Domestic Long Hair",12.9846
"Female","Domestic Medium Hair",9.7519
"Female","Domestic Long Hair",11.0767
"Male","Domestic Short Hair",9.2878
"Male","Domestic Medium Hair",10.8124
"Male","Domestic Short Hair",8.6176
"Female","Domestic Short Hair",6.786
"Male","Domestic Long Hair",10.4748
"Female","Domestic Medium Hair",8.924
"Female","Domestic Short Hair",7.3385
"Male","Domestic Long Hair",12.0737
"Male","Domestic Short Hair",8.9862
"Male","Domestic Long Hair",11.6434
"Male","Domestic Short Hair",8.7278
"Female","Domestic Medium Hair",8.4089
"Male","Domestic Short Hair",8.8187
"Female","Domestic Long Hair",10.0322
"Female","Domestic Long Hair",9.9907
"Male","Domestic Medium Hair",9.5802
"Female","Domestic Medium Hair",10.2465
"Male","Domestic Short Hair",8.8595
"Male","Domestic Short Hair",7.8777
"Male","Domestic Short Hair",9.0098
"Female","Domestic Short Hair",9.0458
"Male","Domestic Short Hair",8.9917
"Female","Domestic Short Hair",8.3219
"Male","Domestic Long Hair",10.756
"Female","Domestic Short Hair",8.1706
"Female","Domestic Short Hair",9.2035
"Female","Domestic Long Hair",10.8014
"Female","Domestic Short Hair",9.1018
"Female","Domestic Short Hair",10.3965
"Female","Domestic Short Hair",9.0217
"Female","Domestic Short Hair",9.4446
"Female","Domestic Long Hair",9.8607
"Female","Domestic Medium Hair",8.7158
"Female","Domestic Short Hair",7.7472
"Female","Domestic Medium Hair",9.3459
"Male","Domestic Short Hair",10.6454
"Male","Domestic Medium Hair",10.284
"Male","Domestic Short Hair",8.9888
"Female","Domestic Medium Hair",9.5487
"Male","Domestic Long Hair",12.3611
"Female","Domestic Short Hair",7.601
"Male","Domestic Short Hair",8.5811
"Male","Domestic Short Hair",9.8041
"Male","Domestic Long Hair",12.8015
"Female","Domestic Medium Hair",8.1334
"Male","Domestic Medium Hair",11.4778
"Female","Domestic Medium Hair",8.2627
"Male","Domestic Long Hair",11.6188
"Male","Domestic Medium Hair",9.3284
"Male","Domestic Short Hair",9.2856
"Female","Domestic Long Hair",10.119
"Female","Domestic Short Hair",8.1622
"Female","Domestic Short Hair",7.7392
"Female","Domestic Long Hair",10.5277
"Female","Domestic Short Hair",6.9569
"Female","Domestic Short Hair",7.7652
"Male","Domestic Long Hair",9.9977
"Male","Domestic Medium Hair",11.0117
"Female","Domestic Short Hair",10.1091
"Female","Domestic Medium Hair",11.2407
"Male","Domestic Medium Hair",9.3496
"Female","Domestic Short Hair",7.5618
"Female","Domestic Medium Hair",9.4349
"Female","Domestic Medium Hair",9.0148
"Male","Domestic Long Hair",12.29
"Female","Domestic Medium Hair",8.4991
"Female","Domestic Long Hair",11.5849
"Female","Domestic Long Hair",10.3987
"Female","Domestic Medium Hair",11.5097
"Male","Domestic Long Hair",12.3687
"Female","Domestic Short Hair",9.2263
"Female","Domestic Short Hair",8.2472
"Male","Domestic Long Hair",11.0948
"Female","Domestic Short Hair",8.2413
"Male","Domestic Medium Hair",10.1244
"Female","Domestic Medium Hair",10.1708
"Male","Domestic Short Hair",11.1033
"Male","Domestic Medium Hair",9.652
"Male","Domestic Medium Hair",10.2462
"Male","Domestic Long Hair",10.8962
"Male","Domestic Medium Hair",9.9617
"Male","Domestic Short Hair",7.2158
"Female","Domestic Medium Hair",9.8864
"Female","Domestic Medium Hair",10.7295
"Female","Domestic Medium Hair",9.9367
"Male","Domestic Long Hair",11.0055
"Female","Domestic Short Hair",8.6022
"Female","Domestic Short Hair",8.2738
"Female","Domestic Short Hair",12.1774
"Female","Domestic Short Hair",7.4927
"Female","Domestic Medium Hair",10.8165
"Male","Domestic Medium Hair",10.8719
"Female","Domestic Short Hair",8.1824
"Male","Domestic Medium Hair",10.8384
"Male","Domestic Medium Hair",11.2679
"Female","Domestic Medium Hair",8.7403
"Female","Domestic Medium Hair",9.2631
"Female","Domestic Medium Hair",8.4671
"Male","Domestic Medium Hair",10.4912
"Male","Domestic Short Hair",8.4405
"Female","Domestic Medium Hair",9.3794
"Male","Domestic Long Hair",10.9607
"Male","Domestic Short Hair",11.6765
"Female","Domestic Medium Hair",11.6217
"Male","Domestic Long Hair",11.5609
"Female","Domestic Short Hair",8.9184
"Female","Domestic Long Hair",10.2515
"Male","Domestic Long Hair",11.1619
"Male","Domestic Medium Hair",9.2334
"Male","Domestic Medium Hair",10.077
"Female","Domestic Medium Hair",8.4842
"Female","Domestic Medium Hair",9.6696
"Female","Domestic Medium Hair",11.4403
"Male","Domestic Long Hair",10.6626
"Female","Domestic Long Hair",7.8404
"Female","Domestic Medium Hair",11.3545
"Male","Domestic Long Hair",12.3181
"Female","Domestic Short Hair",8.0478
"Female","Domestic Medium Hair",9.2695
"Male","Domestic Short Hair",7.9801
"Female","Domestic Short Hair",7.3988
"Female","Domestic Short Hair",9.188
"Male","Domestic Medium Hair",9.0798
"Male","Domestic Long Hair",11.1868
"Female","Domestic Short Hair",8.7402
"Male","Domestic Short Hair",9.5431
"Male","Domestic Short Hair",8.5348
"Female","Domestic Short Hair",7.4881
"Male","Domestic Long Hair",9.517
"Female","Domestic Short Hair",9.3591
"Female","Domestic Long Hair",9.3373
"Male","Domestic Long Hair",11.7473
"Male","Domestic Long Hair",11.1283
"Female","Domestic Medium Hair",9.2715
"Female","Domestic Short Hair",9.1152
"Male","Domestic Medium Hair",10.4134
"Male","Domestic Short Hair",8.9621
"Male","Domestic Long Hair",11.7048
"Male","Domestic Short Hair",8.8441
"Male","Domestic Short Hair",9.1
"Female","Domestic Short Hair",8.5517
"Male","Domestic Short Hair",9.2289
"Female","Domestic Long Hair",9.3911
"Female","Domestic Short Hair",8.1801
"Male","Domestic Short Hair",9.0863
"Female","Domestic Medium Hair",8.6469
"Female","Domestic Long Hair",9.5885
"Female","Domestic Short Hair",8.4885
"Male","Domestic Medium Hair",10.4947
"Female","Domestic Medium Hair",9.5587
"Female","Domestic Medium Hair",11.679
"Male","Domestic Medium Hair",9.4816
"Female","Domestic Long Hair",9.3103
"Female","Domestic Short Hair",7.6378
"Male","Domestic Short Hair",10.78
"Female","Domestic Long Hair",9.6661
"Female","Domestic Short Hair",7.6765
"Female","Domestic Long Hair",9.652
"Female","Domestic Long Hair",9.1224
"Female","Domestic Medium Hair",10.6777
"Male","Domestic Long Hair",11.9318
"Male","Domestic Short Hair",8.7397
"Female","Domestic Short Hair",7.8765
"Male","Domestic Long Hair",10.5804
"Male","Domestic Medium Hair",9.433
"Male","Domestic Medium Hair",11.369
"Male","Domestic Medium Hair",9.0928
"Female","Domestic Long Hair",10.1657
"Female","Domestic Long Hair",11.8937
"Male","Domestic Long Hair",9.7084
"Female","Domestic Short Hair",7.6908
"Female","Domestic Medium Hair",12.0361
"Female","Domestic Medium Hair",8.0238
"Male","Domestic Medium Hair",10.3239
"Female","Domestic Short Hair",8.6903
"Male","Domestic Long Hair",11.9416
"Male","Domestic Long Hair",11.3755
"Female","Domestic Short Hair",8.6577
"Female","Domestic Short Hair",7.85
"Male","Domestic Long Hair",10.9601
"Female","Domestic Medium Hair",9.1983
"Male","Domestic Long Hair",11.4211
"Female","Domestic Short Hair",10.296
"Female","Domestic Medium Hair",10.661
"Male","Domestic Short Hair",8.7423
"Male","Domestic Medium Hair",9.7295
"Female","Domestic Medium Hair",9.8524
"Female","Domestic Long Hair",10.0552
"Male","Domestic Long Hair",10.994
"Male","Domestic Medium Hair",9.2795
"Male","Domestic Short Hair",9.3513
"Male","Domestic Short Hair",9.6177
"Male","Domestic Long Hair",10.3959
"Female","Domestic Long Hair",8.9233
"Male","Domestic Long Hair",11.8308
"Male","Domestic Short Hair",8.7477
"Female","Domestic Long Hair",9.4424
"Female","Domestic Medium Hair",9.0347
"Female","Domestic Medium Hair",8.4066
"Female","Domestic Short Hair",10.106
"Female","Domestic Long Hair",9.0003
"Female","Domestic Medium Hair",11.2196
"Female","Domestic Medium Hair",10.404
"Female","Domestic Medium Hair",9.8873
"Female","Domestic Long Hair",11.4992
"Male","Domestic Long Hair",9.8184
"Male","Domestic Long Hair",10.7459
"Male","Domestic Long Hair",10.197
"Female","Domestic Medium Hair",9.6101
"Male","Domestic Short Hair",8.5816
"Male","Domestic Short Hair",9.101
"Female","Domestic Long Hair",9.5435
"Male","Domestic Long Hair",11.3557
"Male","Domestic Long Hair",11.0447
"Female","Domestic Long Hair",9.4341
"Female","Domestic Medium Hair",12.4987
"Female","Domestic Long Hair",9.0988
"Male","Domestic Short Hair",9.5561
"Female","Domestic Medium Hair",9.8114
"Female","Domestic Long Hair",10.481
"Female","Domestic Medium Hair",8.1156
"Male","Domestic Long Hair",10.9649
"Female","Domestic Short Hair",7.0416
"Male","Domestic Long Hair",13.8105
"Male","Domestic Long Hair",10.5991
"Male","Domestic Long Hair",12.0189
"Female","Domestic Short Hair",9.6165
"Male","Domestic Long Hair",11.7589
"Male","Domestic Short Hair",11.5457
"Female","Domestic Long Hair",9.749
"Female","Domestic Short Hair",6.9908
"Female","Domestic Medium Hair",10.2434
"Male","Domestic Short Hair",10.2769
"Female","Domestic Short Hair",11.1417
"Female","Domestic Short Hair",7.6571
"Female","Domestic Short Hair",7.9124
"Male","Domestic Short Hair",10.5822
"Male","Domestic Short Hair",9.5387
"Female","Domestic Short Hair",7.878
"Male","Domestic Short Hair",9.5988
"Female","Domestic Long Hair",9.0889
"Female","Domestic Long Hair",9.0829
"Female","Domestic Long Hair",10.1801
"Male","Domestic Medium Hair",9.7738
"Female","Domestic Medium Hair",10.0343
"Female","Domestic Medium Hair",9.794
"Female","Domestic Medium Hair",8.7632
"Female","Domestic Long Hair",10.6808
"Male","Domestic Medium Hair",10.9302
"Male","Domestic Medium Hair",11.554
"Female","Domestic Long Hair",10.3944
"Male","Domestic Long Hair",11.0675
"Female","Domestic Short Hair",7.4457
"Male","Domestic Long Hair",12.9681
"Male","Domestic Long Hair",11.7076
"Male","Domestic Short Hair",7.7917
"Female","Domestic Medium Hair",9.2241
"Male","Domestic Medium Hair",10.8105
"Male","Domestic Medium Hair",10.408
"Female","Domestic Medium Hair",9.9043
"Female","Domestic Short Hair",8.6069
"Female","Domestic Medium Hair",9.6642
"Male","Domestic Medium Hair",10.2245
"Male","Domestic Long Hair",9.9281
"Female","Domestic Short Hair",8.7839
"Female","Domestic Long Hair",9.2479
"Female","Domestic Long Hair",9.1571
"Male","Domestic Medium Hair",10.1877
"Male","Domestic Short Hair",8.992
"Male","Domestic Short Hair",9.8344
"Male","Domestic Long Hair",11.4041
"Female","Domestic Medium Hair",9.9178
"Male","Domestic Medium Hair",10.4758
"Male","Domestic Short Hair",8.8782
"Female","Domestic Short Hair",8.0163
"Female","Domestic Short Hair",8.3491
"Female","Domestic Medium Hair",10.4524
"Female","Domestic Short Hair",7.724
"Female","Domestic Medium Hair",10.4387
"Male","Domestic Short Hair",10.4557
"Male","Domestic Medium Hair",10.3867
"Male","Domestic Medium Hair",10.8702
"Male","Domestic Long Hair",13.1515
"Female","Domestic Long Hair",9.9581
"Female","Domestic Long Hair",8.5466
"Male","Domestic Short Hair",7.6795
"Female","Domestic Short Hair",9.1772
"Male","Domestic Short Hair",9.1328
"Male","Domestic Medium Hair",10.2196
"Male","Domestic Long Hair",9.6323
"Male","Domestic Short Hair",8.5711
"Female","Domestic Long Hair",11.8215
"Female","Domestic Medium Hair",10.689
"Male","Domestic Medium Hair",10.6269
"Female","Domestic Medium Hair",7.8438
"Male","Domestic Medium Hair",9.3261
"Male","Domestic Short Hair",9.1269
"Male","Domestic Short Hair",8.8023
"Female","Domestic Medium Hair",9.4714
"Male","Domestic Short Hair",9.708
"Female","Domestic Short Hair",7.4516
"Male","Domestic Short Hair",9.2054
"Male","Domestic Long Hair",9.7076
"Female","Domestic Medium Hair",11.0704
"Female","Domestic Medium Hair",9.7545
"Female","Domestic Medium Hair",8.8053
"Female","Domestic Medium Hair",9.6981
"Female","Domestic Medium Hair",8.9691
"Female","Domestic Short Hair",8.0293
"Male","Domestic Long Hair",12.13
"Female","Domestic Short Hair",8.3727
"Male","Domestic Long Hair",11.2926
"Male","Domestic Short Hair",7.296
"Female","Domestic Short Hair",8.4209
"Male","Domestic Long Hair",11.8119
"Male","Domestic Long Hair",12.26
"Female","Domestic Long Hair",8.9058
"Female","Domestic Short Hair",8.4666
"Male","Domestic Medium Hair",9.886
"Male","Domestic Medium Hair",9.3991
"Female","Domestic Short Hair",10.1294
"Female","Domestic Long Hair",10.069
"Female","Domestic Short Hair",8.7114
"Female","Domestic Medium Hair",11.2758
"Female","Domestic Long Hair",9.857
"Male","Domestic Long Hair",11.0227
"Female","Domestic Short Hair",8.0882
"Female","Domestic Short Hair",7.7884
"Male","Domestic Medium Hair",10.3443
"Male","Domestic Long Hair",10.1195
"Male","Domestic Long Hair",11.6506
"Male","Domestic Long Hair",9.8874
"Female","Domestic Short Hair",8.9246
"Male","Domestic Short Hair",8.6269
"Female","Domestic Short Hair",7.554
"Male","Domestic Long Hair",10.1409
"Male","Domestic Medium Hair",9.937
"Male","Domestic Short Hair",9.3979
"Female","Domestic Short Hair",9.5641
"Male","Domestic Long Hair",11.1376
"Female","Domestic Long Hair",9.872
"Female","Domestic Medium Hair",9.9508
"Female","Domestic Medium Hair",10.2663
"Male","Domestic Medium Hair",10.9243
"Male","Domestic Short Hair",7.7772
"Female","Domestic Long Hair",9.0438
"Female","Domestic Short Hair",9.3453
"Male","Domestic Long Hair",10.6198
